c0_eig_max,c0_eig_min,cond_C00,cond_Ctt,ctt_eig_max,ctt_eig_min,epoch,grad_norm_epoch,step,train_loss,train_loss_epoch,train_vamp2,val_corr_0,val_corr_1,val_eig_0,val_eig_1,val_loss,val_loss_epoch,val_mean_z0_0,val_mean_z0_1,val_mean_zt_0,val_mean_zt_1,val_score,val_var_z0,val_var_z0_0,val_var_z0_1,val_var_zt,val_var_zt_0,val_var_zt_1,val_whiten_norm
0.0016779158031567931,0.00024969407240860164,6.719886302947998,2.5608842372894287,0.0021349885500967503,0.0008336919127032161,0,,0,,,,0.3670368790626526,0.07929907739162445,0.43325307965278625,0.1425016224384308,-0.15837029345330123,-0.15837028622627258,-0.171037957072258,0.0032997475937008858,-0.16942384839057922,-0.002693639602512121,0.15860287845134735,0.0009628419647924602,0.0016801041783764958,0.000245579780312255,0.0014828575076535344,0.002116159535944462,0.000849555479362607,67.82977294921875
,,,,,,0,0.5994396805763245,0,-0.07341453820365397,-0.07341454178094864,0.07344834010703857,,,,,,,,,,,,,,,,,,
