trigger,data_policy,training_policy,replica,trajectory_index,start_frame,budget_frames,kl_ref_to_est,coverage,retrain_count,total_train_seconds,train_equivalent_frames,marginal_gain_sum,final_train_vamp2,final_validation_vamp2,final_epochs_run,test_vamp2,monitor_vamp2_mean,monitor_vamp2_std
ADWIN,Reweighted-Full,Fixed-50ep,0,0,215942,25000,0.2186434715021912,0.3042534722222222,0,0.06308837599999606,1548.2646314222288,0.0,0.09270925751885582,0.24398584154280478,50,0.7742053634547453,0.30103412318026146,0.17068843084981752
ADWIN,Reweighted-Full,Fixed-200ep,0,0,112695,25000,0.9461596440374406,0.2816840277777778,0,0.2724077400000624,6685.213598901092,0.0,0.28466683222171824,0.04281816654211117,200,0.44075505628307693,0.22980698083119577,0.09568694994650694
ADWIN,Reweighted-Full,EarlyStopping,0,0,50374,25000,0.947432911067615,0.2764756944444444,0,0.0020395260000896087,50.05242123850181,0.0,0.3179155181501218,0.4847112543533229,1,0.2876013808576329,0.23671038278082573,0.09123204377148252
ADWIN,Reweighted-Window,Fixed-50ep,0,0,125638,25000,0.17658832488206147,0.3159722222222222,0,0.08915505599998141,2187.9723123202284,0.0,0.31365065523386354,0.1892002856185118,50,0.22109737871230725,0.3259470172452436,0.20984117702437446
ADWIN,Reweighted-Window,Fixed-200ep,0,0,202450,25000,0.22123858764222995,0.3090277777777778,0,0.27304085599996597,6700.751027067547,0.0,0.06964697432483437,0.30576557722627146,200,0.7596685260326319,0.2836372723711176,0.18659579242777383
ADWIN,Reweighted-Window,EarlyStopping,0,0,142893,25000,0.18575434065633586,0.3151041666666667,0,0.001526447000060216,37.46084543266647,0.0,0.9675221031412262,0.27576686772459474,1,0.23923677034539936,0.3033002782963286,0.11410368851422405
Fixed-T,Full,Fixed-50ep,1,1,182121,25000,0.9743699409783264,0.2769097222222222,4,0.8676401790000909,21292.933613424702,2.6671892217766654e-05,0.21716991787897577,0.2983634734602122,50,0.26525778272977163,0.2339341943248399,0.104327791493653
Fixed-T,Full,Fixed-200ep,1,1,55374,25000,0.9577445032078225,0.2825520833333333,4,4.596119477000116,112794.30030074883,5.2076630980056e-06,0.28073382448138584,0.2598693358056605,200,0.29653698046898713,0.2722030290033713,0.08737102685628043
Fixed-T,Full,EarlyStopping,1,1,80794,25000,0.972224760761163,0.2825520833333333,4,0.00798812499988344,196.03819582707274,0.002766995526343294,0.25233323945205793,0.38193597298551635,1,0.7814512954081556,0.28208884874859125,0.08365733659601517
Fixed-T,Window-W,Fixed-50ep,1,1,44453,25000,0.9692239964056198,0.2799479166666667,4,0.6016625629998771,14765.522991804644,2.9077886552182747e-05,0.3487141117504731,0.266190725035529,50,0.2552184696201492,0.27444532678774575,0.07874019061995292
Fixed-T,Window-W,Fixed-200ep,1,1,72403,25000,0.9713612929986166,0.2769097222222222,4,2.359303333000071,57900.141624834636,7.471765675275568e-06,0.22888500621758237,0.19382905909949505,200,0.5467308243953047,0.24154627807510923,0.0584423246551376
Fixed-T,Window-W,EarlyStopping,1,1,222220,25000,0.18724199394665464,0.3641493055555556,4,0.007693268000025455,188.80205038868937,0.00423771157370669,0.15393948936462495,0.09021033056128622,1,0.24446077398355273,0.32151999356794225,0.2874235466303303
Fixed-T,Reweighted-Full,Fixed-50ep,1,1,83093,25000,0.9477033137595942,0.2829861111111111,4,0.9004647540000406,22098.488166198284,2.8498683339421605e-05,0.2842325841065316,0.34688963505939396,50,0.8466935696502322,0.2831626004200219,0.07929887148528425
Fixed-T,Reweighted-Full,Fixed-200ep,1,1,179733,25000,0.9559961535978692,0.2799479166666667,4,3.778716298999825,92734.24311826473,6.400829696087059e-06,0.2473769675101463,0.20362628922083048,200,0.2744270366978579,0.23428590330751967,0.10688507240516314
Fixed-T,Reweighted-Full,EarlyStopping,1,1,130291,25000,0.9573013669647175,0.2786458333333333,4,0.014094447000047694,345.894682558168,0.0018216080280088428,0.20864354282033376,0.26103651781637716,1,0.3384766567367574,0.24217130796776692,0.08124600352817517
Fixed-T,Reweighted-Window,Fixed-50ep,1,1,204437,25000,0.17789262956752036,0.36328125,4,0.6137395729998616,15061.907343754197,5.8093230202150495e-05,0.5236906370005967,0.001443094912119142,50,0.2467787009681498,0.32273143466697873,0.2737163319570865
Fixed-T,Reweighted-Window,Fixed-200ep,1,1,76559,25000,0.953676945342651,0.2769097222222222,4,2.4502814790000684,60132.854758616566,7.865755058221432e-06,0.24306544680012632,0.48465167449651964,200,0.7251229077418767,0.26887380708025094,0.07705579546473157
Fixed-T,Reweighted-Window,EarlyStopping,1,1,175009,25000,0.9460923834165886,0.2821180555555556,4,0.00874395400001049,214.58714862148312,0.0024891388972371814,0.19291536945504487,0.19439633586749777,1,0.2930826706043047,0.23656740693138958,0.09634472764834133
Threshold-delta,Full,Fixed-50ep,1,1,183280,25000,0.979699498551533,0.2760416666666667,1,0.21825106899996172,5356.143751469434,7.770059814389163e-06,0.180516832669285,0.010240009051261321,50,0.2707498233278598,0.23550758000270317,0.10637516735854519
Threshold-delta,Full,Fixed-200ep,1,1,9115,25000,0.9586897062295308,0.2795138888888889,2,1.8701929619999191,45896.784805483534,5.62086168175456e-06,0.2697084236018817,0.3170399979423292,200,0.268503982491382,0.2601545829795031,0.07906818324623807
Threshold-delta,Full,EarlyStopping,1,1,77683,25000,0.971422799237415,0.2786458333333333,2,0.004560992999813607,111.9322542995277,0.0010901949896119365,0.3547050026771972,0.14603466076512833,1,0.7213015079275993,0.27339936271675946,0.08252272998951138
Threshold-delta,Window-W,Fixed-50ep,1,1,50801,25000,0.9776214075938076,0.2799479166666667,1,0.19043334000002687,4673.463221904206,1.8800401733358188e-05,0.268128360623564,0.1761370883358046,50,0.2755455162844786,0.2713563217808426,0.08210576591808043
